Date,AllSharePriceIndex,SL20Index,ForeignPurchases,ForeignSales,GoldPrice,USDSpotRate,CrudeOilFuturesPricesBrent,CrudeOilFuturesPricesWTI,CrudeOilOPECPrice,364TBillsRate,Liquidity
8/24/22,"9,011.24","2,944.50",94.78,25.85,"630,154.38",361,100.07,93.72,104.05,28.97,-490.58
8/25/22,"8,828.08","2,866.23",115.67,65.98,"633,813.86",361,101.92,95.56,104.63,28.97,-495.32
8/26/22,"8,793.39","2,863.75",476.19,70.75,"634,418.94",361.4,100.34,93.44,104.63,28.57,-479.94
8/27/22,,,,,,,,,,,
8/28/22,,,,,,,,,,,
8/29/22,"8,732.47","2,830.67",115.44,56.28,"623,633.30",361.17,101.49,93.72,104.85,28.57,-476.92
8/30/22,"8,865.40","2,862.75",260.38,22.77,"626,579.83",361.29,104.48,96.65,106.41,28.57,-477.04
8/31/22,"9,071.32","2,928.97",991.06,293.68,"622,173.13",361.15,99.68,92.01,101.04,28.57,-474.16
9/1/22,"9,254.81","3,005.32",421.46,293.85,"615,711.23",361.08,96.49,89.45,98.27,25.86,-459.45
9/2/22,"9,316.45","3,009.61",807.16,281.46,"613,501.74",361.45,93.42,87.69,99.22,30.15,-462.3
9/3/22,,,,,,,,,,,
9/4/22,,,,,,,,,,,
9/5/22,"9,366.39","3,030.56",709.07,61.15,"617,806.61",361.45,94.68,88.41,99.84,30.15,-448.74
9/6/22,"9,330.33","2,998.19",94,197.91,"620,792.18",361.45,95.55,89.19,99.03,27.19,-441.28
9/7/22,"9,447.27","3,017.97","2,397.82",99.75,"614,040.18",361.81,91.98,85.84,95.96,27.19,-440.46
9/8/22,"9,599.32","3,069.03",839.79,439.94,"620,660.94",361.9,88.9,82.9,92.67,27.19,-447.22
9/9/22,"9,704.21","3,131.29",33.4,343.14,"621,594.89",362,89.22,83.49,95.28,28.66,-430.4
9/10/22,,,,,,,,,,,
9/11/22,,,,,,,,,,,
9/12/22,"9,813.18","3,156.64",236.95,183.77,"621,279.85",362.2,91.53,85.46,97.5,28.66,-430.47
9/13/22,"9,749.09","3,133.15",151.92,43.01,"623,772.37",362.28,92.85,86.7,97.5,28.66,-412.02
9/14/22,"9,914.12","3,179.79",830.61,156.89,"617,398.94",362.45,93.15,87.3,97.66,28.66,-424.34
9/15/22,"10,072.38","3,252.23","1,070.12",277.43,"614,340.06",362.45,93.87,88.35,97.3,28.66,-402.21
9/16/22,"10,061.09","3,237.32","1,812.32",62.38,"603,341.21",362.9,91.11,85.27,95.7,29.94,-421.58
9/17/22,,,,,,,,,,,
9/18/22,,,,,,,,,,,
9/19/22,"10,025.40","3,217.74",73.5,36.43,"605,567.40",362.9,92.37,85.99,95.2,30.14,-416.1
9/20/22,"9,901.13","3,185.59","2,461.11",42.98,"608,316.57",362.9,91.95,85.59,96.55,30.14,-413.07
9/21/22,"9,913.22","3,199.94","1,039.76",49.4,"604,566.81",362.9,90.24,84.45,96.31,30.07,-394.04
9/22/22,"10,001.19","3,231.22",357.78,33.08,"602,193.70",362.9,90.06,83.1,95.51,29.7,-395.11
9/23/22,"9,964.80","3,203.01",70.32,53.49,"606,412.23",362.9,90.69,83.77,92.67,28.37,-434.85
9/24/22,,,,,,,,,,,
9/25/22,,,,,,,,,,,
9/26/22,"9,844.21","3,156.90","2,138.19",354.17,"595,644.10",362.9,86.08,78.75,89.5,29.69,-444.21
9/27/22,"9,861.62","3,164.51","2,379.75",326.73,"591,531.84",362.9,84.61,77.2,89.81,29.69,-429.47
9/28/22,"9,958.87","3,184.48",71.85,50.08,"589,447.58",362.9,85.94,78.27,90.27,29.66,-419.44
9/29/22,"9,951.48","3,168.90",139.64,94.25,"600,537.57",362.9,89.42,82.21,92.76,29.36,-414.35
9/30/22,"9,931.07","3,165.33",209.39,139.87,"602,776.90",362.9,88.51,81.46,92.34,28.57,-433.46
10/1/22,,,,,,,,,,,
10/2/22,,,,,,,,,,,
10/3/22,"9,649.86","3,048.87",52.57,8.45,"604,681.22",362.9,87.61,81.83,90.68,28.57,-370.7
10/4/22,"9,237.05","2,875.21",62.63,41.15,"615,639.89",362.9,89.2,83.75,92.13,28.45,-368.6
10/5/22,"9,319.01","2,887.67",77.32,65.23,"624,295.06",362.9,91.61,86.29,94.05,29.53,-363.74
10/6/22,"9,182.23","2,820.43",82.04,19.35,"624,494.65",362.9,93.69,88.09,97.43,29.58,-353.45
10/7/22,"9,049.52","2,771.83",185.78,11.42,"620,462.99",362.9,94.47,88.56,97.43,27.98,-382.43
10/8/22,,,,,,,,,,,
10/9/22,,,,,,,,,,,
10/10/22,,,,,,,,,,,
10/11/22,"8,744.61","2,652.99",864.1,35.59,"604,406.65",362.9,96.4,91.28,96.03,27.98,-383.17
10/12/22,"8,853.27","2,687.81",45.95,14.64,"603,682.34",362.9,95.54,88.43,95.11,27.98,-375.63
10/13/22,"9,148.55","2,805.11",278.69,20.26,"606,203.06",362.9,92.74,87.38,93.66,27.98,-392.77
10/14/22,"9,093.37","2,782.73",54.3,5.71,"605,722.97",363.14,94.31,88.86,94.17,27.96,-380.51
10/15/22,,,,,,,,,,,
10/16/22,,,,,,,,,,,
10/17/22,"8,983.74","2,720.73",136.09,49.1,"599,749.61",363.38,92.14,86.3,92.16,28.07,-370.13
10/18/22,"8,866.05","2,674.33",54.44,24.25,"599,593.35",363.38,91.87,85.7,90.82,28.07,-360.28
10/19/22,"8,888.37","2,677.37",66.24,13.41,"600,111.17",363.38,90.92,84.09,89.29,28.07,-374.12
10/20/22,"8,737.38","2,613.06",31.01,414.31,"589,856.59",363.38,92.22,86.03,92.09,28.07,-367.04
10/21/22,"8,685.52","2,597.87",212.75,2.05,"590,981.25",363.38,92.41,84.62,92.09,28.07,-366.17
10/22/22,,,,,,,,,,,
10/23/22,,,,,,,,,,,
10/24/22,,,,,,,,,,,
10/25/22,"8,516.40","2,554.01",532.69,3.61,"598,982.87",363.38,93.35,84.76,92.09,28.07,-353.09
10/26/22,"8,602.97","2,608.15",111.7,10.25,"601,056.24",363.3,92.54,84.62,93.32,28.07,-359.17
10/27/22,"8,802.23","2,677.03",206.2,13.07,"604,389.51",363.3,95.91,88.1,94.73,27.91,-358.97
10/28/22,"8,728.60","2,642.44",141.64,4.98,"604,907.22",363.3,96.63,88.61,94.73,28.9,-344.22
10/29/22,,,,,,,,,,,
10/30/22,,,,,,,,,,,
10/31/22,"8,602.16","2,590.61",70.39,22.99,"596,771.11",363.3,95.95,88.18,94.73,28.9,-344.06
11/1/22,"8,605.85","2,610.60",68.36,8.07,"595,381.49",363.3,94.83,86.67,94.43,28.9,-332.97
11/2/22,"8,561.96","2,601.73",55.68,22.24,"599,083.52",363.3,95.38,89.25,94.74,28.94,-329.12
11/3/22,"8,508.98","2,583.75",124.15,18.66,"595,130.81",363.3,95.62,89.31,96.15,28.94,-324.33
11/4/22,"8,491.80","2,585.43",13.72,11.23,"594,693.27",363.5,94.74,88.26,96.15,28.78,-344.53
11/5/22,,,,,,,,,,,
11/6/22,,,,,,,,,,,
11/7/22,,,,,,,,,,,
11/8/22,"8,267.77","2,518.83",91,8.84,"608,079.16",363.5,98.19,92.04,95.99,28.78,-316.77
11/9/22,"8,293.50","2,541.58",68.17,8.36,"621,090.64",363.5,95.36,88.86,93.22,28.78,-324.9
11/10/22,"8,322.62","2,560.28",38.6,"1,174.59","620,801.66",363.5,92.44,85.6,91.32,28.78,-276.54
11/11/22,"8,419.06","2,580.18",93.76,3.15,"636,157.72",363.5,93.97,86.82,94.81,28.78,-284.75
11/12/22,,,,,,,,,,,
11/13/22,,,,,,,,,,,
11/14/22,"8,363.29","2,566.62",39.28,62.78,"640,354.32",363.5,96.65,89.55,94.42,28.78,-248.66
11/15/22,"8,291.52","2,545.28",156.58,2.96,"644,074.75",363.5,92.83,85.38,91.16,28.78,-154.64
11/16/22,"8,087.04","2,464.20",141.14,3.7,"645,810.46",363.5,93.78,86.9,91.72,28.79,-155.28
11/17/22,"8,034.78","2,460.17",60.86,3.9,"642,808.53",363.5,92.07,84.88,90.52,30.16,-150.76
11/18/22,"7,817.89","2,381.53",96.96,2.06,"641,035.89",363.5,90.3,82.3,87.65,29.58,-165.97
11/19/22,,,,,,,,,,,
11/20/22,,,,,,,,,,,
11/21/22,"7,777.02","2,366.55",40.64,3.74,"634,287.51",363.5,86.98,80,84.18,29.58,-168.28
11/22/22,"8,000.44","2,454.96",174.88,58.18,"633,440.55",363.5,87.58,79.73,86.2,29.58,-162.53
11/23/22,"8,173.86","2,513.57",25.06,18.63,"632,470.01",363.5,88.61,81.29,85.19,29.58,-158.04
11/24/22,"8,028.14","2,458.58",17.87,65.2,"637,902.86",363.5,85.41,77.68,81.52,29.58,-154.34
11/25/22,"8,148.06","2,538.18",39.78,77.83,"638,232.05",363,85.36,78.18,83.8,29.44,-176.31
11/26/22,,,,,,,,,,,
11/27/22,,,,,,,,,,,
11/28/22,"8,309.94","2,612.76",29.33,29.48,"635,135.66",363,82.37,74.96,79.93,29.44,-253.48
11/29/22,"8,375.21","2,640.31",85.25,84.14,"634,395.95",363.19,83.19,76.53,83.42,29.44,-231.52
11/30/22,"8,651.23","2,730.08",361.94,322.69,"636,340.82",363.19,83.03,78.97,83.13,29.44,-232.51
12/1/22,"8,703.79","2,739.74",926.09,31.4,"644,694.94",363.19,85.43,80.5,84.39,29.44,-234.1
12/2/22,"8,769.73","2,774.60","1,220.46",169.46,"652,701.46",363.19,86.78,81.1,83.97,29.44,-239.81
12/3/22,,,,,,,,,,,
12/4/22,,,,,,,,,,,
12/5/22,"8,843.75","2,809.50",886.23,10.02,"656,347.46",363.18,87.08,81.37,79.77,29.35,-243.86
12/6/22,"8,881.34","2,835.66",928.3,53.22,"644,150.58",363.18,83.44,77.71,79.77,29.35,-242.59
12/7/22,,,,,,,,,,,
12/8/22,"8,891.74","2,844.48",211.55,81.36,"647,598.97",363.18,77.75,72.49,79.77,29.35,261.03
12/9/22,"8,843.90","2,827.72",13.79,12.72,"651,082.54",363.18,76.74,72.1,74.78,28.29,267.5
12/10/22,,,,,,,,,,,
12/11/22,,,,,,,,,,,
12/12/22,"8,862.67","2,829.67",14.35,21.25,"649,416.69",363.18,77.04,72.07,74.94,28.02,275.8
12/13/22,"8,832.14","2,819.81",22.89,6.9,"647,864.09",363.18,78.29,73.45,78.34,28.13,-276.49
12/14/22,"8,870.63","2,840.56","1,666.89",96.52,"657,430.25",363.18,80.41,75.16,79.97,28.13,-262.77
12/15/22,"8,813.84","2,809.72",608.52,54.66,"652,343.92",363.18,82.3,76.86,80.47,28.16,-206.33
12/16/22,"8,739.50","2,795.71","1,062.99",23.03,"647,228.53",363.18,81.56,76.41,78.73,29.03,-240.84
12/17/22,,,,,,,,,,,
12/18/22,,,,,,,,,,,
12/19/22,"8,626.21","2,749.54",823.6,14.33,"652,006.16",363.18,80.32,75.54,78.11,29.03,-235.3
12/20/22,"8,508.53","2,694.45","1,235.39",38.92,"648,767.51",363.16,80.38,75.84,78.13,29.21,-229.03
12/21/22,"8,420.26","2,653.84","2,980.10",76.92,"659,692.85",363.16,80.01,76.09,79.36,29.21,-224
12/22/22,"8,397.12","2,642.81","1,018.69",148.85,"660,564.43",363.16,82.39,78.59,81.14,29.21,-231.55
12/23/22,"8,379.95","2,623.70",52.71,13.45,"651,638.22",363.17,81.85,78.45,81.14,29.08,-239
12/24/22,,,,,,,,,,,
12/25/22,,,,,,,,,,,
12/26/22,,,,,,,,,,,
12/27/22,"8,452.70","2,655.59",380.37,7.25,"655,666.01",363.1,84.75,80.48,81.14,28.95,-243.08
