Date,AllSharePriceIndex,SL20Index,ForeignPurchases,ForeignSales,GoldPrice,USDSpotRate,CrudeOilFuturesPricesBrent,CrudeOilFuturesPricesWTI,CrudeOilOPECPrice,364TBillsRate,Liquidity
9/1/20,,,,,,,,,,,
9/2/20,"5,359.99","2,348.36",43.92,686.47,"365,894.93",186.1,42.7,42.76,45.02,4.89,187.16
9/3/20,"5,350.85","2,343.81",48.8,68.51,"361,498.54",185.42,42.72,41.39,43.36,4.89,189.38
9/4/20,"5,311.42","2,321.57",91.25,297.22,"359,285.07",185.23,41.1,39.69,43.42,4.88,191.69
9/5/20,,,,,,,,,,,
9/6/20,,,,,,,,,,,
9/7/20,"5,310.67","2,307.89",9.47,37.94,"359,012.92",185.21,40.67,39.69,41.64,4.87,191.76
9/8/20,"5,316.05","2,307.64",19.7,258.37,"355,976.82",184.78,38.53,36.87,40.29,4.87,189.03
9/9/20,"5,370.39","2,334.76",48.27,"1,341.67","355,521.36",184.4,39.98,38.05,39.82,4.87,187.77
9/10/20,"5,399.54","2,342.85",76.55,289.13,"358,686.11",184.35,39.27,37.25,39.83,4.51,202.39
9/11/20,"5,438.91","2,359.24",194.55,385.66,"359,431.99",184.74,38.8,37.33,39.37,4.86,199.63
9/12/20,,,,,,,,,,,
9/13/20,,,,,,,,,,,
9/14/20,"5,490.60","2,382.77",359.84,430.08,"359,769.15",184.55,38.57,37.23,38.96,4.86,181.45
9/15/20,"5,533.69","2,389.33",50.94,"1,021.12","361,954.23",184.21,39.54,38.29,39.35,4.86,180.08
9/16/20,"5,585.40","2,406.36",159.63,495.66,"361,130.10",184.41,41.23,40.17,41.29,4.68,170.02
9/17/20,"5,658.66","2,480.07",92.94,334.98,"360,237.83",184.89,42.35,40.99,42.07,4.86,172.59
9/18/20,"5,720.67","2,512.40",295.53,757.14,"361,060.42",184.96,42.16,41.09,42.98,4.88,157.07
9/19/20,,,,,,,,,,,
9/20/20,,,,,,,,,,,
9/21/20,"5,762.71","2,511.72",184.4,585.45,"362,196.44",185.39,40.37,39.26,41.49,4.88,155.59
9/22/20,"5,780.94","2,492.35",90.35,199.4,"353,733.81",185.33,40.84,39.55,41.32,4.88,157.66
9/23/20,"5,772.10","2,486.01",74.61,189.67,"352,529.73",185.38,41.09,39.92,41.4,4.69,164.89
9/24/20,"5,811.20","2,481.92",254.29,772.23,"344,702.48",185.1,41.24,40.11,41.22,4.72,163.47
9/25/20,"5,859.04","2,482.08",335.26,693.24,"345,312.08",185.02,40.91,40.06,41.93,4.89,188.97
9/26/20,,,,,,,,,,,
9/27/20,,,,,,,,,,,
9/28/20,"6,028.20","2,495.72",38.31,117.73,"344,629.42",185.2,41.59,40.47,41.61,4.89,171.42
9/29/20,"5,993.55","2,476.11",56.56,"1,240.60","349,523.31",185.28,40.33,39.03,41.46,4.89,188.46
9/30/20,"5,984.84","2,463.27",46.59,115.17,"351,684.70",185.52,40.3,40.05,40.65,4.89,187.03
10/1/20,,,,,,,39.75,38.51,,,
10/2/20,"6,050.17","2,454.43",85.15,745.24,"350,948.17",184.95,38,36.9,38.09,4.88,139.4
10/3/20,,,,,,,,,,,
10/4/20,,,,,,,,,,,
10/5/20,"5,587.18","2,288.51",59.2,201.96,"350,360.00",184.57,39.78,39.12,39.07,4.88,136.45
10/6/20,"5,534.61","2,272.22",92.08,68.95,"352,993.22",184.76,41.27,40.52,40.33,4.88,160.02
10/7/20,"5,553.22","2,272.89",87.42,"1,156.63","347,319.45",184.71,40.62,39.82,40.45,4.88,149.67
10/8/20,"5,724.54","2,317.15",57.68,891.3,"348,058.00",184.47,42,41.04,41.06,4.88,166.51
10/9/20,"5,798.72","2,348.50",161.27,253.17,"351,051.40",184.19,41.63,40.44,41.61,4.98,185.47
10/10/20,,,,,,,,,,,
10/11/20,,,,,,,,,,,
10/12/20,"5,841.05","2,334.71",63.53,287.95,"354,775.73",184.19,40.5,39.22,40.57,4.98,181.76
10/13/20,"5,802.97","2,303.81",43.7,184.48,"352,296.53",184.19,41.34,40.03,40.68,4.62,183.72
10/14/20,"5,890.13","2,346.83",50.84,860.67,"348,896.82",184.27,41.81,40.86,41.2,4.62,177.04
10/15/20,"5,920.00","2,366.14",50.33,79.93,"350,291.42",184.6,41.61,40.84,41.29,4.62,183.8
10/16/20,"5,945.79","2,370.43",63.3,95.72,"352,259.24",184.69,41.34,40.7,41.37,4.98,173.61
10/17/20,,,,,,,,,,,
10/18/20,,,,,,,,,,,
10/19/20,"5,946.08","2,382.72",35.32,196.36,"350,429.18",184.32,41.29,40.69,41.38,4.98,175.68
10/20/20,"5,934.23","2,387.56",386.51,516.08,"350,174.26",184.31,41.62,41.37,41.04,4.98,207.92
10/21/20,"5,684.67","2,287.60",85.81,252.1,"353,883.54",184.42,40.09,39.88,40.88,4.68,210.69
10/22/20,"5,771.89","2,294.89",59.73,110.5,"352,740.82",184.35,41.28,40.46,40.91,4.68,203.34
10/23/20,"5,768.94","2,297.88",350.16,354.57,"351,275.80",184.3,40.71,39.73,41.05,4.61,203.11
10/24/20,,,,,,,,,,,
10/25/20,,,,,,,,,,,
10/26/20,"5,669.33","2,254.79",66.25,85.82,"350,616.77",184.54,39.06,38.39,39.22,4.91,191.59
10/27/20,"5,680.28","2,260.97",17.5,228.27,"351,994.72",184.33,39.72,39.34,39.53,4.91,191.21
10/28/20,"5,600.20","2,238.97",82.41,223.3,"351,450.89",184.3,37.86,37.27,38.42,4.95,191.26
10/29/20,"5,726.59","2,282.20",29.63,497.26,"346,182.88",184.28,36.56,35.94,37.12,4.95,153.11
10/30/20,,,,,,,36.33,35.64,,,
10/31/20,,,,,,,,,,,
11/1/20,,,,,,,,,,,
11/2/20,"5,713.58","2,262.94",12.96,191.9,"346,723.21",184.29,37.78,36.6,35.89,4.95,136.61
11/3/20,"5,843.27","2,294.39",63.02,440.3,"349,612.89",184.43,38.17,37.44,38.44,4.95,133.17
11/4/20,"5,905.91","2,317.83",105.76,408.43,"349,078.04",184.43,39.68,38.97,39.09,4.95,141.32
11/5/20,"6,004.11","2,347.40",32.72,341.95,"351,557.97",184.39,39.47,38.56,39.79,4.95,152.59
11/6/20,"6,080.09","2,370.30",94.32,245.35,"358,171.41",184.44,38.08,36.97,39.22,4.94,148.8
11/7/20,,,,,,,,,,,
11/8/20,,,,,,,,,,,
11/9/20,"6,114.50","2,379.69",37.08,271.87,"360,736.62",184.47,40.93,40.05,39.97,4.94,157.45
11/10/20,"6,095.89","2,411.60",48.95,272.27,"346,219.44",184.61,42.25,41.18,41.72,4.94,156.57
11/11/20,"6,097.93","2,432.55",36.78,437.18,"347,063.67",184.52,42.5,41.23,43.42,4.8,153.05
11/12/20,"6,090.97","2,403.57",14.44,100.8,"344,998.94",184.6,42.16,40.9,42.97,4.8,147.07
11/13/20,"6,082.42","2,401.37",21.4,154.2,"346,817.25",184.6,41.51,39.93,42.05,4.9,170.06
11/14/20,,,,,,,,,,,
11/15/20,,,,,,,,,,,
11/16/20,"6,076.92","2,386.69",113,138.92,"350,140.56",184.61,42.71,41.14,42.93,4.9,188.88
11/17/20,"6,108.93","2,395.71",88.14,138.13,"349,696.65",185.01,42.54,41.24,42.76,4.9,180.55
11/18/20,"6,108.22","2,397.26",172.97,223.95,"347,508.46",184.9,42.91,41.64,43.05,4.9,167.79
11/19/20,"6,060.89","2,387.88",87.53,58.11,"346,078.00",184.93,43.09,41.57,43.12,4.84,172.62
11/20/20,"6,085.00","2,390.27",89.57,289.11,"344,095.10",184.64,43.79,41.99,43.38,4.86,195.47
11/21/20,,,,,,,,,,,
11/22/20,,,,,,,,,,,
11/23/20,"6,072.07","2,388.54",46.76,62.23,"346,498.36",185.12,45,42.91,44.75,4.86,185.8
11/24/20,"6,087.66","2,399.98",172.49,109.68,"338,743.98",185.48,46.63,44.71,45.51,4.86,187.65
11/25/20,"6,141.79","2,416.18",200.76,309.54,"335,601.81",185.4,47.3,45.58,46.91,4.86,185.36
11/26/20,"6,148.12","2,423.66",81.83,95.05,"335,912.23",185.51,46.32,45.58,46.66,4.86,185.04
11/27/20,"6,180.86","2,433.63",67.87,83.57,"335,174.11",185.22,46.88,45.58,46.79,4.88,186.92
11/28/20,,,,,,,,,,,
11/29/20,,,,,,,,,,,
11/30/20,"6,243.76","2,453.87",144.97,149.71,"331,050.66",184.96,46.84,45.2,46.43,4.97,185.81
12/1/20,"6,317.46","2,497.92",84.47,160.43,"331,030.57",185.8,47.03,44.54,46.73,4.97,235.98
12/2/20,"6,345.84","2,512.55",28.55,247.34,"336,531.78",185.6,47.8,45.23,46.69,4.83,237.04
12/3/20,"6,359.99","2,518.83",14.46,137.5,"341,614.77",186.88,48.37,45.65,47.46,4.83,233.61
12/4/20,"6,397.56","2,534.74",231.8,357.83,"343,384.94",186.53,49.1,46.23,48.35,4.83,234.95
12/5/20,,,,,,,,,,,
12/6/20,,,,,,,,,,,
12/7/20,"6,473.76","2,582.75",27.02,350.08,"341,032.80",185.48,48.63,45.72,47.77,4.97,238.33
12/8/20,"6,564.00","2,642.50",222.4,225.78,"347,412.07",186.23,48.84,45.64,47.79,4.97,240.67
12/9/20,"6,605.09","2,641.72",438.6,889.27,"347,672.48",186.17,48.81,45.48,48.31,4.98,238.28
12/10/20,"6,609.39","2,628.49",279.34,716.71,"342,380.98",185.92,50.33,46.76,48.87,4.98,242.91
12/11/20,"6,614.56","2,627.81",84.36,184.07,"341,765.79",185.91,50.01,46.59,49.58,4.98,232.77
12/12/20,,,,,,,,,,,
12/13/20,,,,,,,,,,,
12/14/20,"6,656.64","2,634.84",89.03,103.85,"341,728.04",186.02,50.27,47.02,49.65,4.85,242.23
12/15/20,"6,631.89","2,607.87",65.01,92.5,"342,141.64",186.73,50.77,47.58,49.61,4.85,237.48
12/16/20,"6,655.67","2,602.69",99.88,192.66,"348,451.40",187.89,50.83,47.86,50.12,4.98,224.3
12/17/20,"6,624.15","2,583.01",25.14,112.85,"350,398.86",188.07,51.2,48.34,50.78,4.98,225.02
12/18/20,"6,616.95","2,572.95",109.97,269.33,"353,180.58",187.88,52.17,49.04,50.69,5,222.78
12/19/20,,,,,,,,,,,
12/20/20,,,,,,,,,,,
12/21/20,"6,622.71","2,580.21",123.48,104.28,"356,079.24",187.86,50.61,47.79,49.57,4.93,213.92
12/22/20,"6,634.92","2,584.63",115.38,272.73,"353,069.33",187.7,49.88,47.02,49.22,4.93,222.35
12/23/20,"6,629.02","2,574.73",82.83,484.79,"352,732.74",189.28,51.05,47.94,49.46,4.86,228.62
12/24/20,"6,685.64","2,599.67",79.94,80.51,"357,383.43",190.22,50.88,48.18,50.31,4.99,231.1
12/25/20,,,,,,,,,,,
12/26/20,,,,,,,,,,,
12/27/20,,,,,,,,,,,
12/28/20,"6,704.89","2,614.84",25.75,102.37,"361,063.91",190.28,50.88,47.5,50.1,5,224.06
12/29/20,,,,,,,,47.85,,,
12/30/20,"6,748.01","2,631.53",62.22,215.57,"353,928.71",187.97,50.74,48.24,50.22,5,232.3
12/31/20,"6,774.22","2,638.10",38.22,110.5,"353,599.26",186.41,51.22,48.35,50.24,5,206.75
1/1/21,,,,,,,51.8,48.52,,,266.52
1/2/21,,,,,,,,,,,
1/3/21,,,,,,,,,,,
1/4/21,"6,894.98","2,687.45",42.45,321.73,"355,439.30",185.28,52.02,48.72,51.35,5,244.6
1/5/21,"6,978.86","2,707.64",104.94,369.54,"358,687.25",185,51.1,47.67,50.75,4.9,248.98
1/6/21,"7,036.76","2,703.19",246.09,346.6,"360,409.60",185,53.8,50.01,53.29,4.92,244.45
1/7/21,"7,097.84","2,692.56",77.61,374.71,"354,596.90",185,54.52,50.89,53.84,4.97,242.22
1/8/21,"7,119.53","2,704.87",92.54,115.7,"354,555.43",185.5,54.55,51,54.39,5.04,238.35
1/9/21,,,,,,,,,,,
1/10/21,,,,,,,,,,,
1/11/21,"7,203.63","2,730.85",311.97,494.69,"343,768.74",187.53,55.53,51.98,54.76,4.79,237.33
1/12/21,"7,282.24","2,742.41",162.28,221.04,"345,660.15",187,55.57,52.19,55.41,4.8,232.9
1/13/21,"7,443.23","2,782.17",251.24,446.61,"348,055.71",186.99,57.07,53.62,55.81,4.8,204.38
1/14/21,,,,,,,,,,,
1/15/21,"7,734.57","2,902.98",122.12,300.24,"353,905.42",191.04,56.34,53.62,54.68,5.02,222.45
1/16/21,,,,,,,,,,,
1/17/21,,,,,,,,,,,
1/18/21,"7,922.66","3,003.30",249.1,372.27,"352,365.34",192.74,54.65,51.92,53.92,5,213.91
1/19/21,"7,808.97","3,059.03",321.73,857.59,"356,389.59",193.65,55.01,52.31,54.85,4.78,208.85
1/20/21,"7,884.45","3,096.35",124.55,774.19,"359,980.66",194.8,56.13,53.22,55.75,4.78,166.79
1/21/21,"8,131.25","3,196.73",135.27,601.38,"364,048.08",194.8,55.83,53.24,55.14,4.78,160.12
1/22/21,"8,463.43","3,312.35",238.45,821.19,"366,228.02",196.43,55.6,52.58,54.69,4.97,121.4
1/23/21,,,,,,,,,,,
1/24/21,,,,,,,,,,,
1/25/21,"8,694.35","3,500.82",220.07,974.12,"365,154.53",196.8,55.25,52.2,54.85,4.99,117.5
1/26/21,"8,665.82","3,504.05",252.4,442.74,"364,574.20",196.15,55.73,52.68,54.87,4.7,124.92
1/27/21,"8,812.01","3,505.33",258.94,"1,559.32","361,381.29",195.86,55.98,52.7,55.31,4.68,123.23
1/28/21,,,,,,,,,,,
1/29/21,"8,668.07","3,514.18",255.94,"2,585.48","358,326.86",194.39,55.58,52.29,54.41,4.8,116.14
1/30/21,,,,,,,,,,,
1/31/21,,,,,,,,,,,
2/1/21,"8,567.07","3,439.15",149.63,532.1,"354,640.31",190.98,55.1,52.17,55.14,4.94,120.53
2/2/21,"8,005.32","3,187.38",137.27,316.35,"358,630.81",192.57,56.89,54.09,56.82,4.82,115.73
2/3/21,"8,244.50","3,293.45",108.45,393.56,"357,801.96",194,57.55,54.85,57.74,4.82,113.04
2/4/21,,,,,,,,,,,
2/5/21,"8,275.37","3,304.30",59.67,694.19,"349,275.06",194.41,59.39,56.8,58.94,5.01,116.49
2/6/21,,,,,,,,,,,
2/7/21,,,,,,,,,,,
2/8/21,"8,113.26","3,227.66",139.34,444,"350,909.64",193.74,59.8,57.34,59.59,4.92,128.87
2/9/21,"7,963.77","3,169.92",649.22,659.86,"357,709.86",194.36,60.98,58.34,60.3,4.9,124.52
2/10/21,"7,732.43","3,087.70",392.96,728.09,"357,394.38",194.31,61.06,58.26,60.47,4.95,129.66
2/11/21,"7,597.81","3,039.28",153.81,122.71,"357,305.25",194.5,60.98,58.2,60.55,5.01,131.14
2/12/21,"7,985.00","3,180.24",60.72,750.87,"354,527.93",194.63,60.75,57.78,60.79,5.08,154.92
2/13/21,,,,,,,,,,,
2/14/21,,,,,,,,,,,
2/15/21,"7,907.27","3,163.59",108.56,213.16,"354,016.78",193.97,63.53,60.74,62.61,4.93,153.75
2/16/21,"7,580.91","3,032.21",162.86,371.83,"354,025.51",193.97,63.56,60.22,62.49,4.93,148.1
2/17/21,"7,588.34","3,027.66",41.21,201.13,"349,422.25",194.96,63.14,59.88,63.06,4.93,145.98
2/18/21,"7,736.36","3,086.04",80.73,203.81,"347,241.21",194.85,65.16,61.79,63.44,4.73,153.67
2/19/21,"7,797.94","3,098.12",44.89,329.22,"344,425.63",194.85,62.79,59.21,61.32,5.06,165.29
2/20/21,,,,,,,,,,,
2/21/21,,,,,,,,,,,
2/22/21,"7,597.51","3,029.79",80.06,37.73,"347,926.55",194.83,63.54,59.62,62.01,4.79,168.62
2/23/21,"7,329.21","2,898.43",69.7,266.58,"352,290.97",194.21,66.29,61.49,63.73,4.76,169.66
2/24/21,"7,371.86","2,899.00",31.25,412.16,"351,890.48",194.06,65.08,61.24,64,4.75,155.16
2/25/21,"7,476.34","2,966.63",101.4,854.74,"349,239.85",194.01,67.11,63.29,65.42,5.03,171.55
2/26/21,,,,,,,64.42,61.5,,,
2/27/21,,,,,,,,,,,
2/28/21,,,,,,,,,,,
3/1/21,"7,438.13","2,964.30",601.08,654.6,"339,084.69",194.01,65.62,62.65,64.21,5.04,179.86
3/2/21,"7,343.38","2,909.77",92.26,791.12,"333,644.33",194.5,62.65,59.58,61.94,4.98,177.18
3/3/21,"7,193.09","2,836.75",420.64,418.13,"338,912.41",195.63,62.85,59.8,62.12,4.98,175.63
3/4/21,"7,002.04","2,768.88",421.38,443.08,"334,643.57",195.27,64.26,61.38,64.23,4.92,174.72
3/5/21,"7,054.49","2,791.57",88.67,361.42,"331,017.25",195.36,66.96,64.12,67.03,5.07,172.82
3/6/21,,,,,,,,,,,
3/7/21,,,,,,,,,,,
3/8/21,"7,318.43","2,906.69",90.53,351.63,"334,753.67",195.5,71.31,67.89,68.17,5.07,174.39
3/9/21,"7,296.88","2,909.98",51.73,185.01,"330,169.20",195.5,68.5,65.2,66.38,5.07,175.78
3/10/21,"7,212.66","2,867.82",34.52,18.44,"335,505.36",195.99,67.6,64.14,65.06,5.07,172.68
3/11/21,,,,,,,69.63,66.02,67.39,5.07,
3/12/21,"7,247.48","2,893.44",39.58,216.61,"338,545.31",196.53,69.47,65.78,68.14,4.99,181.38
3/13/21,,,,,,,,,,,
3/14/21,,,,,,,,,,,
3/15/21,"7,160.41","2,862.81",73.53,140.09,"338,400.33",196.04,70,66.39,68.18,4.99,156.56
3/16/21,"7,119.70","2,845.51",58.43,101.28,"340,740.51",196.78,68.17,64.72,66.89,4.99,138.56
3/17/21,"7,044.56","2,816.92",43.82,192.56,"344,029.67",198.49,68.31,64.76,66.76,4.99,140.03
3/18/21,"6,930.76","2,774.78",172.17,208.82,"346,092.33",197.45,67.69,64.34,64.79,4.94,132.78
3/19/21,"6,854.32","2,757.45",25.37,292.74,"344,865.52",199.28,63.81,60.42,62.47,4.94,119.18
3/20/21,,,,,,,,,,,
3/21/21,,,,,,,,,,,
3/22/21,"6,966.71","2,786.12",7.16,128.36,"343,119.13",197.47,64.34,60.96,63.22,4.84,106.69
3/23/21,"6,979.29","2,801.79",314.13,196.05,"342,626.41",198.77,63.92,61.55,62.27,4.67,100.67
3/24/21,"7,135.84","2,871.08",10.46,337.12,"344,406.54",198.95,60.69,57.61,61.61,4.67,102.11
3/25/21,"7,099.13","2,854.25",29.92,123.97,"343,449.81",198,63.54,60.19,61.63,4.67,107.01
3/26/21,"7,097.39","2,866.66",28.19,159,"342,722.17",198.45,62.36,59.08,62.56,4.97,127.7
3/27/21,,,,,,,,,,,
3/28/21,,,,,,,,,,,
3/29/21,"7,127.69","2,884.14",34.17,"1,355.11","343,309.58",198.17,64.46,60.83,62.86,4.95,110.37
3/30/21,"7,115.12","2,881.67","6,240.53","6,377.65","340,839.82",199.44,65.11,61.74,63.37,5.09,102.59
3/31/21,"7,121.28","2,850.12",47.69,84.59,"334,621.19",199.04,64.29,60.61,63.07,4.85,102.53
4/1/21,"7,193.28","2,867.72",14.51,387.19,"340,552.58",199.22,63.54,59.51,61.75,4.88,86.33
4/2/21,,,,,,,,,,,
4/3/21,,,,,,,,,,,
4/4/21,,,,,,,,,,,
4/5/21,"7,217.83","2,874.30",294.19,638.04,"344,128.23",199.38,64.38,61.04,61.68,4.75,81.87
4/6/21,"7,280.27","2,934.48",42.43,231.34,"346,337.54",199.75,62.7,59.25,61.31,4.77,122.31
4/7/21,"7,310.26","2,954.94",65.96,187.51,"345,640.84",199.01,62.71,59.28,60.67,4.85,115.01
4/8/21,"7,412.46","3,002.71",35.93,350.96,"347,090.93",200.02,62.74,59.35,61.2,4.85,111.36
4/9/21,"7,458.27","3,020.57",35.31,562.72,"350,478.76",199.87,63.26,59.75,61.12,4.96,106.77
4/10/21,,,,,,,,,,,
4/11/21,,,,,,,,,,,
4/12/21,"7,558.28","3,064.65",31.71,538.96,"347,700.46",199.91,63.2,59.51,61.44,4.88,77.39
4/13/21,,,,,,,63.67,60.18,61.85,,
4/14/21,,,,,,,66.58,63.15,63.39,,
4/15/21,"7,644.38","3,079.86",182.1,445.72,"347,189.00",200,66.48,63,64.48,4.88,74.18
4/16/21,"7,600.57","3,071.50",19.37,127.77,"352,003.86",199.93,66.88,63.36,65.21,5,80.79
4/17/21,,,,,,,,,,,
4/18/21,,,,,,,,,,,
4/19/21,"7,553.50","3,042.15",130.7,319.26,"345,535.96",194.45,66.47,62.89,65.1,5,101.08
4/20/21,"7,355.11","2,955.56",78.14,166.76,"339,685.99",191.97,67.21,63.55,65.36,4.95,119.81
4/21/21,"7,433.44","2,977.32",61.7,149.04,"341,737.18",191.88,65.98,62.11,64.02,4.95,118.01
4/22/21,"7,327.91","2,931.59",583,170.17,"344,571.84",192,64.83,60.85,63.06,4.96,137.46
4/23/21,"7,232.65","2,879.17",125.36,155.96,"343,222.35",191.94,65.72,61.77,63.63,5.02,149
4/24/21,,,,,,,,,,,
4/25/21,,,,,,,,,,,
4/26/21,,,,,,,,,,,
4/27/21,"7,066.70","2,802.06",56.54,35.01,"350,522.01",197.5,65.85,62.08,63.91,5.02,155.7
4/28/21,"7,239.94","2,878.80",48.88,109.69,"349,949.26",197.5,66.18,62.75,64.53,5.02,150.96
4/29/21,"7,216.70","2,862.32",63.02,839.06,"357,042.14",199.75,67.56,64.13,65.71,5.02,150.22
4/30/21,"7,208.20","2,869.25",212.82,439.25,"352,778.30",199.54,68.4,64.72,65.42,5.14,151.31
5/1/21,,,,,,,,,,,
5/2/21,,,,,,,,,,,
5/3/21,"7,215.60","2,850.09",43.25,277.36,"353,235.34",199.23,66.85,63.72,65.09,5.02,147.69
5/4/21,"7,111.45","2,815.94",57.49,858.41,"357,619.52",199.69,67.71,64.63,66.67,5.04,144.67
5/5/21,"7,145.97","2,832.67",70.61,127.02,"355,431.87",199.59,69.63,66.43,68.2,4.89,145.93
5/6/21,"7,188.09","2,838.96",55.63,110.34,"356,564.21",199.59,68.88,65.49,67.49,4.89,150.55
5/7/21,"7,242.00","2,875.64",80.82,996.04,"362,343.14",199.52,68.12,64.77,66.57,5.16,135.17
5/8/21,,,,,,,,,,,
5/9/21,,,,,,,,,,,
5/10/21,"7,135.80","2,838.19",164.03,877.34,"365,444.34",199.51,68.98,65.53,67.1,5.16,139.76
5/11/21,"7,143.38","2,843.40",35.73,239.2,"366,459.54",199.58,67.82,64.47,66.39,5.16,140.83
5/12/21,"7,161.77","2,850.43",193.25,312.27,"365,269.06",199.57,68.65,65.39,67.46,5.16,132.67
5/13/21,"7,228.23","2,869.52",95.36,131.12,"363,497.98",199.5,69,65.78,66.78,4.95,130.56
5/14/21,,,,,,,,,,,
5/15/21,,,,,,,,,,,
5/16/21,,,,,,,,,,,
5/17/21,"7,350.14","2,941.07",78.78,108.35,"369,107.92",199.5,68.98,65.64,67.52,4.95,114.39
5/18/21,"7,355.14","2,956.04",698.68,511.92,"373,831.01",199.79,69.66,66.47,68.39,4.95,116.14
5/19/21,"7,341.03","2,953.68",26.51,90.39,"372,745.94",199.67,67.93,64.7,65.95,4.9,124.95
5/20/21,"7,293.59","2,926.78",118.13,138.89,"373,837.08",199.66,66.67,63.29,65.29,4.86,126.95
5/21/21,"7,220.72","2,900.34",159.56,199.33,"374,243.78",199.9,65.24,62.05,64.18,5.17,116.42
5/22/21,,,,,,,,,,,
5/23/21,,,,,,,,,,,
5/24/21,"7,233.58","2,900.61",55.74,107.06,"376,610.52",199.67,66.89,64.02,66.93,5.02,120.57
5/25/21,"7,278.24","2,925.87",118.35,173.22,"374,205.86",199.51,68.62,66.16,67.41,5.02,121.86
5/26/21,,,,,,,,,,,
5/27/21,,,,,,,,,,,
5/28/21,"7,333.42","2,955.71",401.7,685.09,"378,189.23",199.56,69.79,67.28,68.2,5.01,111.99
5/29/21,,,,,,,,,,,
5/30/21,,,,,,,,,,,
5/31/21,"7,403.44","2,978.81",72.83,425.58,"380,914.33",199.5,69.79,67.28,68.53,5.01,116.46
6/1/21,"7,450.54","3,002.31",95.03,137.78,"381,608.59",199.5,70.15,67.58,69.03,5.01,99.08
6/2/21,"7,436.55","3,000.92",40.79,56.3,"378,929.30",199.5,70.55,67.99,69.39,4.93,96.96
6/3/21,"7,516.20","3,025.76",40.28,266.35,"380,329.15",199.53,71.68,69.16,69.91,4.87,99.47
6/4/21,"7,567.38","3,046.47",182.2,329.65,"372,008.72",199.69,70.95,68.51,70.23,4.93,104.8
6/5/21,,,,,,,,,,,
6/6/21,,,,,,,,,,,
6/7/21,"7,591.90","3,055.14",21.64,108.4,"376,683.35",199.69,71.62,69.4,70.15,4.93,92.97
6/8/21,"7,542.20","3,033.01",48.11,70.88,"378,980.17",199.7,70.99,68.75,69.83,4.93,111.42
6/9/21,"7,564.26","3,042.47",78.07,56.69,"378,137.84",199.83,72.45,70.32,71.21,4.93,105.64
6/10/21,"7,601.16","3,074.10",159.08,705.3,"376,639.04",199.68,71.6,69.35,70.9,4.93,110.72
6/11/21,"7,610.30","3,067.03",78.09,170.38,"379,544.71",199.76,72.29,70.07,71.31,5.17,110
6/12/21,,,,,,,,,,,
6/13/21,,,,,,,,,,,
6/14/21,"7,582.27","3,054.94",46.39,102.6,"372,951.85",199.89,72.99,71.2,71.99,5.06,88.4
6/15/21,"7,605.53","3,051.52",41.03,42.98,"371,487.95",199.5,73.14,71.16,72.05,5.06,83.07
6/16/21,"7,641.19","3,072.67",347.86,503.43,"370,516.61",199.72,74.62,72.71,73.16,5.06,82.62
6/17/21,"7,659.00","3,079.59",684.89,52.32,"364,301.65",199.86,73.68,71.48,72.29,4.94,79.8
6/18/21,"7,715.46","3,083.38",37.49,99.75,"356,490.57",199.83,72.72,70.76,71.56,5.13,94.09
6/19/21,,,,,,,,,,,
6/20/21,,,,,,,,,,,
6/21/21,"7,726.73","3,064.45",410.65,399.54,"354,655.96",199.87,74.14,72.3,72.45,5.13,87.29
6/22/21,"7,743.71","3,026.08",7.44,240.74,"356,845.31",199.91,75.01,73.63,73.13,5.13,89.78
6/23/21,"7,742.14","3,029.60",49.83,79.72,"355,877.93",199.89,75.18,73.06,74.01,5.13,77.81
6/24/21,,,,,,,,,,,
6/25/21,"7,809.15","3,042.63",65.47,67.07,"355,611.29",199.87,75.79,73.5,74.19,5.13,91.62
6/26/21,,,,,,,,,,,
6/27/21,,,,,,,,,,,
6/28/21,"7,877.84","3,037.78",26.98,41.95,"354,672.53",199.89,76.07,73.99,73.84,5.13,105.21
6/29/21,"7,856.64","3,002.96",16,28.01,"354,898.35",199.9,74.49,72.72,73.34,5.13,116.01
6/30/21,"7,837.76","2,968.26",48.72,109.72,"354,897.11",201.14,75.12,73.52,73.6,5.13,91.25
7/1/21,"7,728.61","2,956.12",20.62,63.21,"355,857.45",200.78,75.13,73.48,74.87,5.07,73.26
7/2/21,"7,746.56","2,970.75",99.45,505.89,"356,517.44",200.52,75.93,75.31,75.21,4.99,82.2
7/3/21,,,,,,,,,,,
7/4/21,,,,,,,,,,,
7/5/21,"7,794.21","2,952.96",597.67,610.16,"357,520.29",199.91,75.99,75.02,75.71,4.99,81.06
7/6/21,"7,792.21","2,931.31",24.6,235.21,"359,413.20",199.9,77.51,76.69,75.94,5.18,84.79
7/7/21,"7,809.38","2,936.41",31.04,367.24,"360,091.86",199.9,74.49,73.39,73.58,4.99,91.5
7/8/21,"7,811.61","2,955.88",234.61,467.64,"359,497.16",199.9,72.99,71.65,71.97,4.99,85
7/9/21,"7,852.19","2,979.01",152.45,935.7,"360,746.54",199.9,74.01,72.96,74.18,5.07,85.17
7/10/21,,,,,,,,,,,
7/11/21,,,,,,,,,,,
7/12/21,"7,866.47","2,987.75",75.57,726.58,"361,090.48",199.91,75.48,74.52,74.33,5.07,81.03
7/13/21,"7,913.47","3,002.27",24.65,232.31,"361,901.96",199.9,75.34,74.3,75.13,5.01,88.82
